"Date","Player_1","Player_2","Winner","Rank_1","Rank_2","Odd_1","Odd_2","Court","Five_Set","Match_Importance","Opponent","Odd_Djo","Odd_Opp","Rank_Djo","Rank_Opp","Win","Odd_Pred","Grass","Clay","Indoor","Hard","Odd_Acc","Opp_Court_Perc","Opp_Set_Perc","H2H_Djo","Pre_Djo","Pre5_Djo","Pre_Opp","Pre5_Opp","Log_Rank_Djo","Log_Rank_Opp"
"2013-06-01","Djokovic N.","Dimitrov G.","Djokovic N.",1,28,1.07,9,"Clay",1,180,"Dimitrov G.",1.07,9,1,28,1,1,0,1,0,0,1,56.25,42.8571428571429,66.6666666666667,1,0.8,0,0.4,0,3.3322045101752
"2013-06-03","Kohlschreiber P.","Djokovic N.","Djokovic N.",19,1,15,1.03,"Clay",1,360,"Kohlschreiber P.",1.03,15,1,19,1,1,0,1,0,0,1,53.9568345323741,56.4102564102564,66.6666666666667,1,0.8,0,0.6,0,2.94443897916644
"2013-06-05","Djokovic N.","Haas T.","Djokovic N.",1,14,1.08,8,"Clay",1,720,"Haas T.",1.08,8,1,14,1,1,0,1,0,0,1,65.0943396226415,69.1588785046729,57.1428571428571,1,0.8,0,0.8,0,2.63905732961526
"2013-06-07","Nadal R.","Djokovic N.","Nadal R.",4,1,1.61,2.3,"Clay",1,1200,"Nadal R.",2.3,1.61,1,4,0,0,0,1,0,0,1,92.9824561403509,88.1720430107527,51.6129032258064,1,1,0,0.8,0,1.38629436111989
"2013-06-25","Djokovic N.","Mayer F.","Djokovic N.",1,34,1.01,26,"Grass",1,90,"Mayer F.",1.01,26,1,34,1,1,1,0,0,0,1,65.7894736842105,54.3859649122807,100,0,0.8,0,0.4,0,3.52636052461616
"2013-06-27","Reynolds B.","Djokovic N.","Djokovic N.",156,1,29,1.002,"Grass",1,90,"Reynolds B.",1.002,29,1,156,1,1,1,0,0,0,1,26.6666666666667,27.2727272727273,50,1,0.8,1,0.4,0,5.04985600724954
"2013-06-29","Chardy J.","Djokovic N.","Djokovic N.",25,1,19,1.02,"Grass",0,180,"Chardy J.",1.02,19,1,25,1,1,1,0,0,0,1,45.4545454545455,47.752808988764,100,1,0.8,0,0.6,0,3.2188758248682
"2013-07-01","Haas T.","Djokovic N.","Djokovic N.",13,1,7,1.1,"Grass",1,360,"Haas T.",1.1,7,1,13,1,1,1,0,0,0,1,75.5102040816327,69.3693693693694,62.5,1,0.8,0,0.6,0,2.56494935746154
"2013-07-03","Djokovic N.","Berdych T.","Djokovic N.",1,6,1.1,7,"Grass",1,720,"Berdych T.",1.1,7,1,6,1,1,1,0,0,0,1,71.6666666666667,69.4214876033058,83.3333333333333,1,0.8,1,1,0,1.79175946922805
"2013-07-05","Djokovic N.","Del Potro J.M.","Djokovic N.",1,8,1.16,5,"Grass",1,1200,"Del Potro J.M.",1.16,5,1,8,1,1,1,0,0,0,1,70.5882352941177,74.390243902439,88.8888888888889,1,1,1,1,0,2.07944154167984
"2013-07-07","Murray A.","Djokovic N.","Murray A.",2,1,2.5,1.57,"Grass",1,2000,"Murray A.",1.57,2.5,1,2,0,1,1,0,0,0,0,81.0810810810811,78.7878787878788,68.75,1,1,1,1,0,0.693147180559945
"2013-08-07","Djokovic N.","Mayer F.","Djokovic N.",1,50,1.03,15,"Hard Outdoor",0,90,"Mayer F.",1.03,15,1,50,1,1,0,0,0,1,1,48.3870967741936,50.6944444444444,100,0,0.8,0,0.4,0,3.91202300542815
"2013-08-09","Istomin D.","Djokovic N.","Djokovic N.",66,1,17,1.02,"Hard Outdoor",0,180,"Istomin D.",1.02,17,1,66,1,1,0,0,0,1,1,48.2352941176471,46.7065868263473,100,1,0.8,1,0.6,0,4.18965474202643
"2013-08-09","Gasquet R.","Djokovic N.","Djokovic N.",9,1,6.5,1.11,"Hard Outdoor",0,360,"Gasquet R.",1.11,6.5,1,9,1,1,0,0,0,1,1,62.5,63.8743455497382,88.8888888888889,1,0.8,0,0.8,0,2.19722457733622
"2013-08-11","Nadal R.","Djokovic N.","Nadal R.",4,1,3,1.4,"Hard Outdoor",0,600,"Nadal R.",1.4,3,1,4,0,1,0,0,0,1,0,79.4326241134752,82.3293172690763,50,1,0.8,0,0.8,0,1.38629436111989
"2013-08-14","Djokovic N.","Monaco J.","Djokovic N.",1,32,1.03,15,"Hard Outdoor",0,90,"Monaco J.",1.03,15,1,32,1,1,0,0,0,1,1,43.9252336448598,60.4972375690608,100,0,0.6,0,0.6,0,3.46573590279973
"2013-08-15","Goffin D.","Djokovic N.","Djokovic N.",80,1,19,1.02,"Hard Outdoor",0,180,"Goffin D.",1.02,19,1,80,1,1,0,0,0,1,1,50,39.1304347826087,100,1,0.8,1,0.4,0,4.38202663467388
"2013-08-16","Isner J.","Djokovic N.","Isner J.",22,1,7,1.1,"Hard Outdoor",0,360,"Isner J.",1.1,7,1,22,0,1,0,0,0,1,0,67.0391061452514,63.0522088353414,50,1,0.8,0,0.8,0,3.09104245335832
"2013-08-28","Djokovic N.","Berankis R.","Djokovic N.",1,112,1.002,34,"Hard Outdoor",1,90,"Berankis R.",1.002,34,1,112,1,1,0,0,0,1,1,51.4285714285714,45.4545454545455,50,0,0.6,0,0.6,0,4.71849887129509
"2013-08-30","Becker B.","Djokovic N.","Djokovic N.",87,1,34,1.002,"Hard Outdoor",1,90,"Becker B.",1.002,34,1,87,1,1,0,0,0,1,1,35.7798165137615,36.1111111111111,100,1,0.6,0,0.4,0,4.46590811865458
"2013-09-02","Djokovic N.","Sousa J.","Djokovic N.",1,95,1,51,"Hard Outdoor",1,180,"Sousa J.",1,51,1,95,1,1,0,0,0,1,1,37.5,57.1428571428571,50,1,0.8,1,0.6,0,4.55387689160054
"2013-09-03","Djokovic N.","Granollers M.","Djokovic N.",1,43,1.01,26,"Hard Outdoor",1,360,"Granollers M.",1.01,26,1,43,1,1,0,0,0,1,1,48.4848484848485,45,100,1,0.8,0,0.6,0,3.76120011569356
"2013-09-06","Djokovic N.","Youzhny M.","Djokovic N.",1,24,1.02,17,"Hard Outdoor",1,720,"Youzhny M.",1.02,17,1,24,1,1,0,0,0,1,1,54.9107142857143,64.1791044776119,57.1428571428571,1,0.8,0,0.8,0,3.17805383034795
"2013-09-07","Wawrinka S.","Djokovic N.","Djokovic N.",10,1,5.5,1.14,"Hard Outdoor",1,1200,"Wawrinka S.",1.14,5.5,1,10,1,1,0,0,0,1,1,62.5,67,90,1,1,0,0.8,0,2.30258509299405
"2013-09-09","Djokovic N.","Nadal R.","Nadal R.",1,2,2.2,1.66,"Hard Outdoor",1,2000,"Nadal R.",2.2,1.66,1,2,0,0,0,0,0,1,1,80.3389830508475,88.2051282051282,48.4848484848485,1,1,0,0.8,0,0.693147180559945
"2012-10-02","Rosol L.","Djokovic N.","Djokovic N.",46,1,21,1.01,"Hard Outdoor",0,90,"Rosol L.",1.01,21,1,46,1,1,0,0,0,1,1,26.3157894736842,34.7826086956522,50,0,0.8,0,0.6,0,3.8286413964891
"2012-10-04","Verdasco F.","Djokovic N.","Djokovic N.",31,1,13,1.04,"Hard Outdoor",0,90,"Verdasco F.",1.04,13,1,31,1,1,0,0,0,1,1,57.5757575757576,57.5242718446602,55.5555555555556,1,0.8,1,0.6,0,3.43398720448515
"2012-10-05","Querrey S.","Djokovic N.","Djokovic N.",30,1,11,1.05,"Hard Outdoor",0,180,"Querrey S.",1.05,11,1,30,1,1,0,0,0,1,1,60.6060606060606,59.0717299578059,100,1,0.8,1,0.8,0,3.40119738166216
"2012-10-06","Djokovic N.","Gasquet R.","Djokovic N.",1,10,1.1,7,"Hard Outdoor",0,300,"Gasquet R.",1.1,7,1,10,1,1,0,0,0,1,1,60.8187134502924,63.4502923976608,87.5,1,0.8,1,0.8,0,2.30258509299405
"2012-10-07","Nadal R.","Djokovic N.","Djokovic N.",2,1,2.1,1.72,"Hard Outdoor",0,500,"Nadal R.",1.72,2.1,1,2,1,1,0,0,0,1,1,79.1208791208791,81.5217391304348,48.2758620689655,1,0.8,1,0.8,0,0.693147180559945
"2013-10-09","Granollers M.","Djokovic N.","Djokovic N.",36,2,21,1.01,"Hard Outdoor",0,90,"Granollers M.",1.01,21,2,36,1,1,0,0,0,1,1,48.5294117647059,49.5049504950495,100,1,1,1,0.6,0.693147180559945,3.58351893845611
"2013-10-10","Fognini F.","Djokovic N.","Djokovic N.",17,2,10,1.06,"Hard Outdoor",0,180,"Fognini F.",1.06,10,2,17,1,1,0,0,0,1,1,30.8823529411765,46.3829787234043,100,1,1,1,0.8,0.693147180559945,2.83321334405622
"2013-10-11","Djokovic N.","Monfils G.","Djokovic N.",2,42,1.1,7,"Hard Outdoor",0,360,"Monfils G.",1.1,7,2,42,1,1,0,0,0,1,1,62,62.4203821656051,100,1,1,1,0.6,0.693147180559945,3.73766961828337
"2013-10-12","Djokovic N.","Tsonga J.W.","Djokovic N.",2,9,1.14,5.5,"Hard Outdoor",0,600,"Tsonga J.W.",1.14,5.5,2,9,1,1,0,0,0,1,1,70.253164556962,66.796875,66.6666666666667,1,1,1,0.8,0.693147180559945,2.19722457733622
"2013-10-13","Djokovic N.","Del Potro J.M.","Djokovic N.",2,5,1.33,3.4,"Hard Outdoor",0,1000,"Del Potro J.M.",1.33,3.4,2,5,1,1,0,0,0,1,1,74.0331491712707,72.6277372262774,90,1,1,1,1,0.693147180559945,1.6094379124341
"2013-10-29","Herbert P.H.","Djokovic N.","Djokovic N.",189,2,23,1.01,"Hard Indoor",0,90,"Herbert P.H.",1.01,23,2,189,1,1,0,0,1,0,1,50,50,50,1,1,1,0.2,0.693147180559945,5.24174701505964
"2013-10-31","Djokovic N.","Isner J.","Djokovic N.",2,16,1.14,5.5,"Hard Indoor",0,180,"Isner J.",1.14,5.5,2,16,1,1,0,0,1,0,1,54.7619047619048,63.0350194552529,33.3333333333333,1,1,1,0.6,0.693147180559945,2.77258872223978
"2013-11-01","Djokovic N.","Wawrinka S.","Djokovic N.",2,8,1.14,5.5,"Hard Indoor",0,360,"Wawrinka S.",1.14,5.5,2,8,1,1,0,0,1,0,1,52.3809523809524,59.5679012345679,90.9090909090909,1,1,1,0.6,0.693147180559945,2.07944154167984
"2013-11-02","Djokovic N.","Federer R.","Djokovic N.",2,6,1.28,3.75,"Hard Indoor",0,600,"Federer R.",1.28,3.75,2,6,1,1,0,0,1,0,1,83.8709677419355,82.8947368421053,46.1538461538462,1,1,1,0.8,0.693147180559945,1.79175946922805
"2013-11-03","Djokovic N.","Ferrer D.","Djokovic N.",2,3,1.12,6,"Hard Indoor",0,1000,"Ferrer D.",1.12,6,2,3,1,1,0,0,1,0,1,61.9565217391304,66.4939550949914,71.4285714285714,1,1,1,0.8,0.693147180559945,1.09861228866811
"2013-11-05","Djokovic N.","Federer R.","Djokovic N.",2,7,1.28,3.75,"Hard Indoor",0,600,"Federer R.",1.28,3.75,2,7,1,1,0,0,1,0,1,83.3333333333333,82.7586206896552,48.1481481481481,1,1,0,0.6,0.693147180559945,1.94591014905531
"2013-11-07","Djokovic N.","Del Potro J.M.","Djokovic N.",2,5,1.28,3.75,"Hard Indoor",0,600,"Del Potro J.M.",1.28,3.75,2,5,1,1,0,0,1,0,1,72.289156626506,72.887323943662,90.9090909090909,1,1,1,0.8,0.693147180559945,1.6094379124341
"2013-11-09","Djokovic N.","Gasquet R.","Djokovic N.",2,9,1.06,10,"Hard Indoor",0,600,"Gasquet R.",1.06,10,2,9,1,1,0,0,1,0,1,63.0434782608696,63.4085213032581,90,1,1,0,0.4,0.693147180559945,2.19722457733622
"2013-11-10","Djokovic N.","Wawrinka S.","Djokovic N.",2,8,1.14,5.5,"Hard Indoor",0,1000,"Wawrinka S.",1.14,5.5,2,8,1,1,0,0,1,0,1,52.1739130434783,59.4512195121951,91.6666666666667,1,1,1,0.6,0.693147180559945,2.07944154167984
"2013-11-11","Nadal R.","Djokovic N.","Djokovic N.",1,2,2.37,1.57,"Hard Indoor",0,1500,"Nadal R.",1.57,2.37,2,1,1,1,0,0,1,0,1,66.1538461538461,82.5918762088975,47.0588235294118,1,1,1,0.8,0.693147180559945,0
"2014-01-13","Djokovic N.","Lacko L.","Djokovic N.",2,96,1,41,"Hard Outdoor",1,90,"Lacko L.",1,41,2,96,1,1,0,0,0,1,1,40,30.7692307692308,50,1,1,0,0.4,0.693147180559945,4.56434819146784
"2014-01-15","Djokovic N.","Mayer L.","Djokovic N.",2,98,1.002,34,"Hard Outdoor",1,90,"Mayer L.",1.002,34,2,98,1,1,0,0,0,1,1,40.8163265306122,45.1612903225806,50,1,1,1,0.4,0.693147180559945,4.58496747867057
"2014-01-17","Djokovic N.","Istomin D.","Djokovic N.",2,49,1.01,26,"Hard Outdoor",1,180,"Istomin D.",1.01,26,2,49,1,1,0,0,0,1,1,48.9795918367347,52.2727272727273,100,1,1,1,0.8,0.693147180559945,3.89182029811063
"2014-01-19","Djokovic N.","Fognini F.","Djokovic N.",2,16,1.01,26,"Hard Outdoor",1,360,"Fognini F.",1.01,26,2,16,1,1,0,0,0,1,1,32.3943661971831,46.3414634146341,100,1,1,1,0.6,0.693147180559945,2.77258872223978
"2014-01-21","Wawrinka S.","Djokovic N.","Wawrinka S.",8,2,9,1.07,"Hard Outdoor",1,720,"Wawrinka S.",1.07,9,2,8,0,1,0,0,0,1,0,63.2768361581921,66.9902912621359,92.3076923076923,1,1,1,1,0.693147180559945,2.07944154167984
"2014-02-25","Istomin D.","Djokovic N.","Djokovic N.",54,2,17,1.02,"Hard Outdoor",0,90,"Istomin D.",1.02,17,2,54,1,1,0,0,0,1,1,48.4848484848485,46.2765957446808,100,0,0.8,0,0.4,0.693147180559945,3.98898404656427
"2014-02-26","Djokovic N.","Bautista R.","Djokovic N.",2,51,1.02,17,"Hard Outdoor",0,90,"Bautista R.",1.02,17,2,51,1,1,0,0,0,1,1,58.0645161290323,50.8771929824561,100,1,0.8,1,0.6,0.693147180559945,3.93182563272433
"2014-02-28","Djokovic N.","Federer R.","Federer R.",2,8,1.22,4.33,"Hard Outdoor",0,300,"Federer R.",1.22,4.33,2,8,0,1,0,0,0,1,0,84.7575057736721,82.5806451612903,50,1,0.8,1,0.8,0.693147180559945,2.07944154167984
"2014-03-10","Hanescu V.","Djokovic N.","Djokovic N.",87,2,34,1.01666666666667,"Hard Outdoor",0,90,"Hanescu V.",1.016667,34,2,87,1,1,0,0,0,1,1,32.6086956521739,44.9826989619377,100,0,0.6,1,0.4,0.693147180559945,4.46590811865458
"2014-03-11","Djokovic N.","Gonzalez A.","Djokovic N.",2,91,1.01,26,"Hard Outdoor",0,180,"Gonzalez A.",1.01,26,2,91,1,1,0,0,0,1,1,66.6666666666667,33.3333333333333,50,1,0.6,1,0.4,0.693147180559945,4.51085950651685
"2014-03-13","Cilic M.","Djokovic N.","Djokovic N.",26,2,5.5,1.14,"Hard Outdoor",0,180,"Cilic M.",1.14,5.5,2,26,1,1,0,0,0,1,1,64.375,63.481228668942,100,1,0.8,1,1,0.693147180559945,3.25809653802148
"2014-03-14","Djokovic N.","Benneteau J.","Djokovic N.",2,65,1.05,11,"Hard Outdoor",0,360,"Benneteau J.",1.05,11,2,65,1,1,0,0,0,1,1,45.6140350877193,47.6047904191617,83.3333333333333,1,0.8,1,0.8,0.693147180559945,4.17438726989564
"2014-03-15","Djokovic N.","Isner J.","Djokovic N.",2,13,1.14,5.5,"Hard Outdoor",0,600,"Isner J.",1.14,5.5,2,13,1,1,0,0,0,1,1,68,63.8376383763838,50,1,0.8,1,0.8,0.693147180559945,2.56494935746154
"2014-03-16","Djokovic N.","Federer R.","Djokovic N.",2,8,1.53,2.5,"Hard Outdoor",0,1000,"Federer R.",1.53,2.5,2,8,1,1,0,0,0,1,1,85,82.7751196172249,48.2758620689655,1,1,1,1,0.693147180559945,2.07944154167984
"2014-03-21","Djokovic N.","Chardy J.","Djokovic N.",2,48,1.02,17,"Hard Outdoor",0,90,"Chardy J.",1.02,17,2,48,1,1,0,0,0,1,1,48.5714285714286,47.8260869565217,100,1,1,1,0.6,0.693147180559945,3.87120101090789
"2014-03-25","Djokovic N.","Robredo T.","Djokovic N.",2,17,1.04,13,"Hard Outdoor",0,180,"Robredo T.",1.04,13,2,17,1,1,0,0,0,1,1,58.0392156862745,61.9585687382298,100,1,1,1,0.6,0.693147180559945,2.83321334405622
"2014-03-26","Murray A.","Djokovic N.","Djokovic N.",6,2,3.75,1.28,"Hard Outdoor",0,360,"Murray A.",1.28,3.75,2,6,1,1,0,0,0,1,1,77.5280898876404,73.1843575418994,64.7058823529412,1,1,1,0.8,0.693147180559945,1.79175946922805
"2014-03-30","Nadal R.","Djokovic N.","Djokovic N.",1,2,2.1,1.72,"Hard Outdoor",0,1000,"Nadal R.",1.72,2.1,2,1,1,1,0,0,0,1,1,80.7570977917981,82.7715355805243,48.5714285714286,1,1,1,0.8,0.693147180559945,0
"2014-04-15","Djokovic N.","Montanes A.","Djokovic N.",2,57,1.01,21,"Clay",0,90,"Montanes A.",1.01,21,2,57,1,1,0,1,0,0,1,53.0864197530864,48.936170212766,100,1,1,1,0.6,0.693147180559945,4.04305126783455
"2014-04-17","Carreno-Busta P.","Djokovic N.","Djokovic N.",62,2,26,1.01,"Clay",0,180,"Carreno-Busta P.",1.01,26,2,62,1,1,0,1,0,0,1,52.6315789473684,42.3076923076923,50,1,1,1,0.8,0.693147180559945,4.12713438504509
"2014-04-18","Garcia-Lopez G.","Djokovic N.","Djokovic N.",38,2,21,1.01,"Clay",0,360,"Garcia-Lopez G.",1.01,21,2,38,1,1,0,1,0,0,1,49.4505494505495,48.8571428571429,100,1,1,1,1,0.693147180559945,3.63758615972639
"2014-04-19","Djokovic N.","Federer R.","Federer R.",2,4,1.28,3.75,"Clay",0,600,"Federer R.",1.28,3.75,2,4,0,1,0,1,0,0,0,79.9086757990868,82.6771653543307,50,1,1,1,0.8,0.693147180559945,1.38629436111989
"2014-05-13","Djokovic N.","Stepanek R.","Djokovic N.",2,43,1.03,15,"Clay",0,90,"Stepanek R.",1.03,15,2,43,1,1,0,1,0,0,1,57.4626865671642,58.0335731414868,83.3333333333333,0,0.8,1,0.4,0.693147180559945,3.76120011569356
"2014-05-15","Djokovic N.","Kohlschreiber P.","Djokovic N.",2,29,1.1,7,"Clay",0,180,"Kohlschreiber P.",1.1,7,2,29,1,1,0,1,0,0,1,54.2483660130719,55.2356020942408,75,1,0.8,1,0.6,0.693147180559945,3.36729582998647
"2014-05-16","Djokovic N.","Ferrer D.","Djokovic N.",2,5,1.33,3.4,"Clay",0,360,"Ferrer D.",1.33,3.4,2,5,1,1,0,1,0,0,1,70.8454810495627,66.557911908646,73.3333333333333,1,0.8,1,0.8,0.693147180559945,1.6094379124341
"2014-05-17","Djokovic N.","Raonic M.","Djokovic N.",2,10,1.12,6,"Clay",0,600,"Raonic M.",1.12,6,2,10,1,1,0,1,0,0,1,60.8695652173913,65.8227848101266,50,1,0.8,1,0.8,0.693147180559945,2.30258509299405
"2014-05-18","Djokovic N.","Nadal R.","Djokovic N.",2,1,2.1,1.72,"Clay",0,1000,"Nadal R.",2.1,1.72,2,1,1,0,0,1,0,0,0,92.8104575163399,82.695810564663,50,1,0.8,1,1,0.693147180559945,0
"2014-05-26","Djokovic N.","Sousa J.","Djokovic N.",2,44,1,51,"Clay",1,90,"Sousa J.",1,51,2,44,1,1,0,1,0,0,1,29.6296296296296,44.4444444444444,100,1,1,0,0,0.693147180559945,3.78418963391826
"2014-05-28","Chardy J.","Djokovic N.","Djokovic N.",42,2,21,1.01,"Clay",1,90,"Chardy J.",1.01,21,2,42,1,1,0,1,0,0,1,53.9130434782609,54,100,1,1,1,0.8,0.693147180559945,3.73766961828337
"2014-05-30","Cilic M.","Djokovic N.","Djokovic N.",26,2,19,1.02,"Clay",1,180,"Cilic M.",1.02,19,2,26,1,1,0,1,0,0,1,58.9285714285714,67.5324675324675,100,1,1,1,0.6,0.693147180559945,3.25809653802148
"2014-06-01","Tsonga J.W.","Djokovic N.","Djokovic N.",14,2,7,1.1,"Clay",1,360,"Tsonga J.W.",1.1,7,2,14,1,1,0,1,0,0,1,65.3333333333333,77.2277227722772,69.2307692307692,1,1,1,0.8,0.693147180559945,2.63905732961526
"2014-06-03","Djokovic N.","Raonic M.","Djokovic N.",2,9,1.07,9,"Clay",1,720,"Raonic M.",1.07,9,2,9,1,1,0,1,0,0,1,62.7450980392157,69.2307692307692,100,1,1,1,0.8,0.693147180559945,2.19722457733622
"2014-06-06","Djokovic N.","Gulbis E.","Djokovic N.",2,17,1.1,7,"Clay",1,1200,"Gulbis E.",1.1,7,2,17,1,1,0,1,0,0,1,55.4347826086957,48.9795918367347,80,1,1,1,1,0.693147180559945,2.83321334405622
"2014-06-08","Nadal R.","Djokovic N.","Nadal R.",1,2,1.66,2.2,"Clay",1,2000,"Nadal R.",2.2,1.66,2,1,0,0,0,1,0,0,1,92.6517571884984,88.4615384615385,51.3513513513513,1,1,1,1,0.693147180559945,0
"2014-06-23","Djokovic N.","Golubev A.","Djokovic N.",2,56,1.01,26,"Grass",1,90,"Golubev A.",1.01,26,2,56,1,1,1,0,0,0,1,11.1111111111111,23.5294117647059,100,0,0.8,0,0.2,0.693147180559945,4.02535169073515
"2014-06-25","Stepanek R.","Djokovic N.","Djokovic N.",38,2,15,1.03,"Grass",1,90,"Stepanek R.",1.03,15,2,38,1,1,1,0,0,0,1,63.9344262295082,56.8421052631579,85.7142857142857,1,0.8,1,0.8,0.693147180559945,3.63758615972639
"2014-06-27","Djokovic N.","Simon G.","Djokovic N.",2,44,1.01,21,"Grass",1,180,"Simon G.",1.01,21,2,44,1,1,1,0,0,0,1,56.0975609756098,62.5,83.3333333333333,1,0.8,1,0.6,0.693147180559945,3.78418963391826
"2014-06-30","Djokovic N.","Tsonga J.W.","Djokovic N.",2,17,1.08,8,"Grass",1,360,"Tsonga J.W.",1.08,8,2,17,1,1,1,0,0,0,1,73.9130434782609,77.1428571428572,71.4285714285714,1,0.8,1,0.8,0.693147180559945,2.83321334405622
"2014-07-02","Djokovic N.","Cilic M.","Djokovic N.",2,29,1.08,8,"Grass",1,720,"Cilic M.",1.08,8,2,29,1,1,1,0,0,0,1,68.1818181818182,68.2926829268293,100,1,0.8,1,0.8,0.693147180559945,3.36729582998647
"2014-07-04","Dimitrov G.","Djokovic N.","Djokovic N.",13,2,4,1.25,"Grass",1,1200,"Dimitrov G.",1.25,4,2,13,1,1,1,0,0,0,1,68.75,55.1724137931034,75,1,1,1,1,0.693147180559945,2.56494935746154
"2014-07-06","Federer R.","Djokovic N.","Djokovic N.",4,2,2.4,1.61,"Grass",1,2000,"Federer R.",1.61,2.4,2,4,1,1,1,0,0,0,1,90.7692307692308,86.5625,48.3870967741936,1,1,1,1,0.693147180559945,1.38629436111989
"2014-08-06","Monfils G.","Djokovic N.","Djokovic N.",22,1,9,1.07,"Hard Outdoor",0,90,"Monfils G.",1.07,9,1,22,1,1,0,0,0,1,1,61.9631901840491,62.4260355029586,100,1,1,1,0.6,0,3.09104245335832
"2014-08-07","Djokovic N.","Tsonga J.W.","Tsonga J.W.",1,15,1.12,6,"Hard Outdoor",0,180,"Tsonga J.W.",1.12,6,1,15,0,1,0,0,0,1,0,69.5906432748538,65.9649122807018,73.3333333333333,1,1,1,0.8,0,2.70805020110221
"2014-08-13","Djokovic N.","Simon G.","Djokovic N.",1,31,1.05,11,"Hard Outdoor",0,90,"Simon G.",1.05,11,1,31,1,1,0,0,0,1,1,58.3333333333333,59.9009900990099,85.7142857142857,0,0.8,1,0.4,0,3.43398720448515
"2014-08-14","Djokovic N.","Robredo T.","Robredo T.",1,20,1.1,7,"Hard Outdoor",0,180,"Robredo T.",1.1,7,1,20,0,1,0,0,0,1,0,58.2375478927203,61.6636528028933,100,1,0.8,1,0.8,0,2.99573227355399
"2014-08-26","Schwartzman D.","Djokovic N.","Djokovic N.",79,1,34,1.002,"Hard Outdoor",1,90,"Schwartzman D.",1.002,34,1,79,1,1,0,0,0,1,1,0,50,50,0,0.6,0,0.4,0,4.36944785246702
"2014-08-28","Djokovic N.","Mathieu P.H.","Djokovic N.",1,81,1.01,26,"Hard Outdoor",1,90,"Mathieu P.H.",1.01,26,1,81,1,1,0,0,0,1,1,48.4848484848485,55.2631578947368,100,1,0.6,1,0.4,0,4.39444915467244
"2014-08-30","Querrey S.","Djokovic N.","Djokovic N.",57,1,21,1.01,"Hard Outdoor",1,180,"Querrey S.",1.01,21,1,57,1,1,0,0,0,1,1,58.9861751152074,50.8196721311475,83.3333333333333,1,0.6,1,0.8,0,4.04305126783455
"2014-09-01","Kohlschreiber P.","Djokovic N.","Djokovic N.",25,1,13,1.04,"Hard Outdoor",1,360,"Kohlschreiber P.",1.04,13,1,25,1,1,0,0,0,1,1,54.7368421052632,57.3033707865169,80,1,0.8,1,0.6,0,3.2188758248682
"2014-09-04","Djokovic N.","Murray A.","Djokovic N.",1,9,1.25,4,"Hard Outdoor",1,720,"Murray A.",1.25,4,1,9,1,1,0,0,0,1,1,77.2563176895307,79.746835443038,66.6666666666667,1,0.8,1,0.8,0,2.19722457733622
"2014-09-06","Djokovic N.","Nishikori K.","Nishikori K.",1,11,1.1,7,"Hard Outdoor",1,1200,"Nishikori K.",1.1,7,1,11,0,1,0,0,0,1,0,63.7096774193548,66,50,1,1,1,0.8,0,2.39789527279837
"2014-09-30","Djokovic N.","Garcia-Lopez G.","Djokovic N.",1,38,1.04,13,"Hard Outdoor",0,90,"Garcia-Lopez G.",1.04,13,1,38,1,1,0,0,0,1,1,44.6808510638298,48.2191780821918,100,0,0.8,0,0.6,0,3.63758615972639
"2014-10-01","Djokovic N.","Pospisil V.","Djokovic N.",1,41,1.03,15,"Hard Outdoor",0,90,"Pospisil V.",1.03,15,1,41,1,1,0,0,0,1,1,48.7179487179487,45.8333333333333,50,1,0.8,1,0.4,0,3.71357206670431
"2014-10-03","Dimitrov G.","Djokovic N.","Djokovic N.",10,1,5,1.16,"Hard Outdoor",0,180,"Dimitrov G.",1.16,5,1,10,1,1,0,0,0,1,1,53.9473684210526,58.433734939759,80,1,0.8,1,0.8,0,2.30258509299405
"2014-10-04","Murray A.","Djokovic N.","Djokovic N.",11,1,3.5,1.3,"Hard Outdoor",0,300,"Murray A.",1.3,3.5,1,11,1,1,0,0,0,1,1,77.5438596491228,73.015873015873,68.4210526315789,1,0.8,1,1,0,2.39789527279837
"2014-10-05","Berdych T.","Djokovic N.","Djokovic N.",6,1,5.5,1.14,"Hard Outdoor",0,500,"Berdych T.",1.14,5.5,1,6,1,1,0,0,0,1,1,68.0555555555556,63.5789473684211,84.6153846153846,1,0.8,1,0.8,0,1.79175946922805
"2014-10-08","Djokovic N.","Thiem D.","Djokovic N.",1,39,1.03,15,"Hard Outdoor",0,90,"Thiem D.",1.03,15,1,39,1,1,0,0,0,1,1,50,51.1627906976744,50,1,1,1,0.6,0,3.66356164612965
"2014-10-09","Djokovic N.","Kukushkin M.","Djokovic N.",1,85,1.02,19,"Hard Outdoor",0,180,"Kukushkin M.",1.02,19,1,85,1,1,0,0,0,1,1,37.5,40.8163265306122,50,1,1,1,0.4,0,4.44265125649032
"2014-10-10","Ferrer D.","Djokovic N.","Djokovic N.",5,1,7,1.1,"Hard Outdoor",0,360,"Ferrer D.",1.1,7,1,5,1,1,0,0,0,1,1,65.7627118644068,66.5086887835703,75,1,1,1,0.4,0,1.6094379124341
"2014-10-11","Federer R.","Djokovic N.","Federer R.",3,1,3.4,1.33,"Hard Outdoor",0,600,"Federer R.",1.33,3.4,1,3,0,1,0,0,0,1,0,84.9137931034483,82.7217125382263,50,1,1,1,0.8,0,1.09861228866811
